IL,2020-03-12,1437
IL,2020-03-13,1432
IL,2020-03-14,1202
IL,2020-03-15,1345
IL,2020-03-16,1430
IL,2020-03-17,1293
IL,2020-03-18,1151
IL,2020-03-19,1100
IL,2020-03-20,1109
IL,2020-03-22,881
IL,2020-03-23,791
IL,2020-03-30,634
NY,2020-03-20,976
NY,2020-03-26,490
NY,2020-03-28,369
LA,2020-03-05,259
LA,2020-03-06,261
LA,2020-03-07,205
LA,2020-03-08,259
LA,2020-03-09,253
LA,2020-03-10,238
LA,2020-03-11,239
LA,2020-03-12,247
LA,2020-03-13,249
LA,2020-03-14,207
LA,2020-03-15,263
LA,2020-03-16,246
LA,2020-03-17,228
LA,2020-03-18,227
LA,2020-03-19,211
LA,2020-03-20,201
LA,2020-03-21,159
LA,2020-03-22,186
LA,2020-03-24,152
LA,2020-03-25,136
LA,2020-03-28,115
LA,2020-03-29,123
LA,2020-03-30,104
LA,2020-03-31,105
CA,2020-03-26,1364
CA,2020-03-27,1204
CA,2020-03-28,1066
CA,2020-03-29,1204
CA,2020-03-30,1151
CA,2020-03-31,1126
NC,2020-03-01,1049
NC,2020-03-02,1093
NC,2020-03-03,1032
NC,2020-03-04,1058
MA,2020-03-01,414
MA,2020-03-02,468
MA,2020-03-03,452
MA,2020-03-04,454
MA,2020-03-05,469
MA,2020-03-06,467
MA,2020-03-08,412
MA,2020-03-09,465
MA,2020-03-10,449
MA,2020-03-11,450
MA,2020-03-12,466
MA,2020-03-13,467
MA,2020-03-15,416
MA,2020-03-19,417
MA,2020-03-23,263
MA,2020-03-26,195
MA,2020-03-27,191
MA,2020-03-31,158
AZ,2020-03-01,633
AZ,2020-03-02,637
AZ,2020-03-03,607
AZ,2020-03-04,623
AZ,2020-03-05,648
AZ,2020-03-06,668
AZ,2020-03-07,642
AZ,2020-03-08,691
AZ,2020-03-09,651
AZ,2020-03-10,629
AZ,2020-03-11,609
AZ,2020-03-12,665
AZ,2020-03-13,664
AZ,2020-03-14,653
AZ,2020-03-15,676
AZ,2020-03-16,639
AZ,2020-03-17,608
AZ,2020-03-18,545
AZ,2020-03-19,578
AZ,2020-03-20,590
AZ,2020-03-21,549
AZ,2020-03-22,536
AZ,2020-03-23,469
AZ,2020-03-24,421
AZ,2020-03-25,401
AZ,2020-03-26,407
AZ,2020-03-27,360
AZ,2020-03-28,362
AZ,2020-03-29,375
AZ,2020-03-30,316
IL,2020-03-01,1303
IL,2020-03-21,797
IL,2020-03-24,802
IL,2020-03-25,727
IL,2020-03-26,657
IL,2020-03-27,655
IL,2020-03-28,638
IL,2020-03-29,691
IL,2020-03-31,666
TX,2020-03-28,983
TX,2020-03-29,1212
TX,2020-03-30,1029
NY,2020-03-23,744
NY,2020-03-24,624
NY,2020-03-25,522
NY,2020-03-27,490
NY,2020-03-29,441
NY,2020-03-30,416
MA,2020-03-07,322
MA,2020-03-14,325
MA,2020-03-16,454
MA,2020-03-17,425
MA,2020-03-20,406
MA,2020-03-21,271
MA,2020-03-22,352
MA,2020-03-25,224
HI,2020-03-01,358
HI,2020-03-02,350
HI,2020-03-03,345
HI,2020-03-04,344
HI,2020-03-05,361
HI,2020-03-06,378
HI,2020-03-07,371
HI,2020-03-08,360
HI,2020-03-09,358
HI,2020-03-10,352
HI,2020-03-11,359
HI,2020-03-12,367
HI,2020-03-13,384
HI,2020-03-14,380
HI,2020-03-15,364
HI,2020-03-16,363
HI,2020-03-17,336
HI,2020-03-18,357
HI,2020-03-19,362
HI,2020-03-20,371
HI,2020-03-21,364
HI,2020-03-22,352
HI,2020-03-24,308
NM,2020-03-06,92
NM,2020-03-08,86
NM,2020-03-12,89
NM,2020-03-13,88
NM,2020-03-15,84
NM,2020-03-19,72
NM,2020-03-21,52
NM,2020-03-22,70
NJ,2020-03-02,483
NJ,2020-03-04,481
NJ,2020-03-05,485
NJ,2020-03-06,488
NJ,2020-03-09,491
NJ,2020-03-12,487
NJ,2020-03-13,491
NJ,2020-03-16,488
NJ,2020-03-19,431
NJ,2020-03-20,436
VA,2020-03-01,872
VA,2020-03-02,912
VA,2020-03-03,889
VA,2020-03-04,888
VA,2020-03-05,922
VA,2020-03-06,917
VA,2020-03-07,704
VA,2020-03-08,875
VA,2020-03-09,912
VA,2020-03-10,905
VA,2020-03-11,903
VA,2020-03-12,930
VA,2020-03-13,921
VA,2020-03-14,708
VA,2020-03-15,878
VA,2020-03-16,904
VA,2020-03-17,871
VA,2020-03-18,859
VA,2020-03-19,844
VA,2020-03-20,795
VA,2020-03-21,526
VA,2020-03-22,614
VA,2020-03-28,330
VA,2020-03-29,417
VA,2020-03-30,396
VA,2020-03-31,368
PA,2020-03-02,660
PA,2020-03-03,639
PA,2020-03-04,640
PA,2020-03-05,669
PA,2020-03-08,635
PA,2020-03-09,681
PA,2020-03-10,663
PA,2020-03-11,663
PA,2020-03-12,684
PA,2020-03-15,640
PA,2020-03-16,669
PA,2020-03-17,639
PA,2020-03-19,619
PA,2020-03-22,511
PA,2020-03-29,334
PA,2020-03-30,310
CA,2020-03-23,1606
TX,2020-03-25,1299
NC,2020-03-05,1077
NC,2020-03-06,1091
NC,2020-03-07,926
NC,2020-03-08,1050
NC,2020-03-09,1085
NC,2020-03-10,1039
NC,2020-03-11,1056
NC,2020-03-12,1091
NC,2020-03-13,1097
NC,2020-03-14,942
NC,2020-03-15,1054
NC,2020-03-16,1070
NC,2020-03-17,996
NC,2020-03-18,941
NC,2020-03-19,1005
NC,2020-03-20,978
NC,2020-03-21,802
NC,2020-03-22,880
NC,2020-03-23,706
NC,2020-03-24,594
NC,2020-03-26,543
NC,2020-03-27,495
NC,2020-03-28,441
NC,2020-03-29,500
NC,2020-03-30,445
FL,2020-03-15,1978
FL,2020-03-22,1570
HI,2020-03-23,354
HI,2020-03-25,282
FL,2020-03-26,1060
KY,2020-03-02,265
NV,2020-03-02,558
NV,2020-03-03,501
NV,2020-03-04,512
NY,2020-03-31,393
PA,2020-03-06,672
PA,2020-03-13,686
PA,2020-03-18,613
PA,2020-03-24,404
PA,2020-03-27,354
PA,2020-03-31,314
NY,2020-03-22,817
NV,2020-03-01,571
NV,2020-03-07,481
NV,2020-03-14,488
NV,2020-03-21,206
WA,2020-03-08,612
WA,2020-03-15,633
WA,2020-03-22,445
NC,2020-03-31,413
FL,2020-03-29,916
PA,2020-03-01,617
PA,2020-03-07,558
PA,2020-03-14,564
PA,2020-03-20,594
PA,2020-03-21,462
PA,2020-03-23,430
PA,2020-03-25,353
PA,2020-03-26,355
LA,2020-03-01,270
LA,2020-03-02,260
LA,2020-03-03,246
LA,2020-03-04,244
FL,2020-03-31,728
VA,2020-03-24,506
VA,2020-03-26,434
VA,2020-03-27,392
WI,2020-03-10,210
WI,2020-03-17,210
KY,2020-03-10,251
KY,2020-03-17,257
MO,2020-03-01,388
MO,2020-03-02,406
MO,2020-03-03,400
MO,2020-03-04,397
MO,2020-03-05,408
MO,2020-03-06,405
MO,2020-03-07,325
MO,2020-03-08,399
MO,2020-03-09,419
MO,2020-03-10,411
MO,2020-03-11,409
MO,2020-03-12,416
MO,2020-03-13,414
MO,2020-03-14,330
MO,2020-03-15,401
MO,2020-03-16,415
MO,2020-03-17,394
MO,2020-03-18,365
MO,2020-03-19,356
MO,2020-03-20,354
MO,2020-03-21,278
MO,2020-03-22,299
MO,2020-03-24,268
MO,2020-03-27,209
MO,2020-03-28,164
MO,2020-03-31,208
SC,2020-03-01,190
SC,2020-03-02,190
SC,2020-03-03,178
SC,2020-03-04,185
SC,2020-03-05,200
SC,2020-03-06,199
SC,2020-03-07,168
SC,2020-03-08,200
SC,2020-03-09,199
SC,2020-03-10,186
SC,2020-03-11,196
SC,2020-03-12,207
SC,2020-03-13,205
SC,2020-03-14,177
SC,2020-03-15,206
SC,2020-03-16,206
SC,2020-03-17,189
SC,2020-03-18,192
SC,2020-03-19,196
SC,2020-03-20,175
SC,2020-03-21,143
SC,2020-03-22,149
SC,2020-03-26,109
NV,2020-03-05,559
NV,2020-03-06,568
NV,2020-03-08,582
NV,2020-03-09,579
NV,2020-03-10,465
NV,2020-03-11,481
NV,2020-03-12,577
NV,2020-03-13,554
NV,2020-03-15,578
NV,2020-03-16,572
NV,2020-03-17,500
NV,2020-03-18,469
NV,2020-03-22,223
NV,2020-03-26,230
NV,2020-03-27,211
NV,2020-03-28,206
NV,2020-03-29,223
NV,2020-03-30,226
NV,2020-03-31,237
VA,2020-03-23,529
VA,2020-03-25,431
AL,2020-03-03,125
AL,2020-03-10,127
AL,2020-03-17,124
AL,2020-03-24,71
MA,2020-03-18,429
MA,2020-03-24,244
MA,2020-03-28,152
MA,2020-03-29,181
MA,2020-03-30,171
KS,2020-03-01,51
KS,2020-03-02,53
KS,2020-03-03,48
KS,2020-03-04,51
TN,2020-03-01,414
TN,2020-03-02,420
TN,2020-03-03,395
TN,2020-03-04,402
TN,2020-03-05,423
TN,2020-03-06,424
TN,2020-03-07,331
TN,2020-03-08,431
TN,2020-03-09,424
TN,2020-03-10,403
TN,2020-03-11,405
TN,2020-03-12,435
TN,2020-03-13,434
TN,2020-03-14,344
TN,2020-03-15,440
TN,2020-03-16,430
TN,2020-03-17,397
TN,2020-03-19,380
TN,2020-03-20,359
TN,2020-03-22,295
TN,2020-03-24,240
TN,2020-03-27,204
TN,2020-03-29,226
TN,2020-03-30,193
IN,2020-03-01,207
IN,2020-03-02,208
IN,2020-03-03,200
IN,2020-03-04,209
IN,2020-03-05,210
IN,2020-03-06,211
IN,2020-03-07,189
IN,2020-03-08,217
IN,2020-03-09,216
IN,2020-03-10,204
IN,2020-03-11,218
IN,2020-03-12,217
IN,2020-03-13,219
IN,2020-03-14,200
IN,2020-03-17,208
IN,2020-03-18,215
IN,2020-03-19,199
IN,2020-03-20,198
IN,2020-03-21,172
IN,2020-03-25,148
IN,2020-03-26,121
NV,2020-03-19,211
NV,2020-03-20,143
NV,2020-03-25,227
CO,2020-03-14,882
TN,2020-03-21,289
TN,2020-03-28,193
AZ,2020-03-31,285
NY,2020-03-21,684
NC,2020-03-25,444
WA,2020-03-01,612
WA,2020-03-02,651
WA,2020-03-03,626
WA,2020-03-04,632
WA,2020-03-05,649
WA,2020-03-06,647
WA,2020-03-07,543
WA,2020-03-09,649
WA,2020-03-10,626
WA,2020-03-12,661
WA,2020-03-13,616
WA,2020-03-14,543
WA,2020-03-16,651
WA,2020-03-17,620
WA,2020-03-19,571
WA,2020-03-29,328
PA,2020-03-28,308
UT,2020-03-01,349
UT,2020-03-02,369
UT,2020-03-03,357
UT,2020-03-04,361
GA,2020-03-01,1128
OK,2020-03-01,123
OK,2020-03-02,128
OK,2020-03-03,117
OK,2020-03-04,121
OK,2020-03-05,127
OK,2020-03-06,129
OK,2020-03-07,98
OK,2020-03-08,123
OK,2020-03-09,130
OK,2020-03-10,123
OK,2020-03-11,125
OK,2020-03-12,129
OK,2020-03-13,129
OK,2020-03-14,99
OK,2020-03-15,122
OK,2020-03-16,131
OK,2020-03-17,116
OK,2020-03-18,119
OK,2020-03-19,110
OK,2020-03-20,113
OK,2020-03-21,83
OK,2020-03-22,100
OK,2020-03-23,96
OK,2020-03-24,82
OK,2020-03-28,65
HI,2020-03-27,176
HI,2020-03-28,145
HI,2020-03-29,153
HI,2020-03-30,147
NM,2020-03-05,89
NM,2020-03-07,73
NM,2020-03-09,89
NM,2020-03-10,86
NM,2020-03-11,86
NM,2020-03-14,73
NM,2020-03-16,88
NM,2020-03-17,85
NM,2020-03-18,81
NM,2020-03-23,66
NM,2020-03-24,61
NM,2020-03-27,47
NM,2020-03-29,51
KY,2020-03-01,248
KY,2020-03-03,243
KY,2020-03-04,254
KY,2020-03-05,268
KY,2020-03-06,271
KY,2020-03-07,191
KY,2020-03-08,251
KY,2020-03-09,273
KY,2020-03-11,265
KY,2020-03-12,280
KY,2020-03-13,278
KY,2020-03-14,207
KY,2020-03-15,269
KY,2020-03-16,280
KY,2020-03-18,256
KY,2020-03-19,247
KY,2020-03-20,235
KY,2020-03-21,180
KY,2020-03-22,200
KY,2020-03-26,140
KY,2020-03-27,146
KY,2020-03-29,134
GA,2020-03-05,1209
GA,2020-03-08,1135
GA,2020-03-09,1209
GA,2020-03-10,1194
GA,2020-03-11,1194
GA,2020-03-12,1243
GA,2020-03-15,1212
GA,2020-03-17,1185
GA,2020-03-18,1156
GA,2020-03-19,1056
GA,2020-03-24,598
NJ,2020-03-01,457
NJ,2020-03-03,470
NJ,2020-03-07,408
NJ,2020-03-08,467
NJ,2020-03-10,480
NJ,2020-03-11,482
NJ,2020-03-14,411
NJ,2020-03-15,471
NJ,2020-03-17,475
NJ,2020-03-18,459
NJ,2020-03-22,297
NJ,2020-03-29,182
NJ,2020-03-31,147
WA,2020-03-11,630
WA,2020-03-18,597
WA,2020-03-20,530
WA,2020-03-21,431
WA,2020-03-23,467
WA,2020-03-24,432
WA,2020-03-25,395
WA,2020-03-26,403
WA,2020-03-27,364
WA,2020-03-28,338
WA,2020-03-30,347
GA,2020-03-06,1207
GA,2020-03-07,883
GA,2020-03-13,1246
GA,2020-03-14,1012
GA,2020-03-20,800
GA,2020-03-21,744
GA,2020-03-22,754
GA,2020-03-23,634
CT,2020-03-05,88
CT,2020-03-06,87
CT,2020-03-07,73
CT,2020-03-08,79
CT,2020-03-09,85
CT,2020-03-10,85
CT,2020-03-11,85
CT,2020-03-12,86
CT,2020-03-13,86
CT,2020-03-14,74
CT,2020-03-15,81
CT,2020-03-16,84
CT,2020-03-17,80
CT,2020-03-18,80
CT,2020-03-19,76
CT,2020-03-20,67
CT,2020-03-21,63
CT,2020-03-22,67
CT,2020-03-24,46
CT,2020-03-26,45
MI,2020-03-01,586
MI,2020-03-02,642
MI,2020-03-03,613
MI,2020-03-04,633
MI,2020-03-05,640
MI,2020-03-06,647
MI,2020-03-07,477
MI,2020-03-08,586
MI,2020-03-09,649
MI,2020-03-10,618
MI,2020-03-11,641
MI,2020-03-12,671
MI,2020-03-13,679
MI,2020-03-14,515
MI,2020-03-15,634
MI,2020-03-16,677
MI,2020-03-17,640
MI,2020-03-18,645
MI,2020-03-19,630
MI,2020-03-20,572
MI,2020-03-21,398
MI,2020-03-22,481
MI,2020-03-23,487
MI,2020-03-25,405
MI,2020-03-26,361
NJ,2020-03-21,277
NJ,2020-03-23,294
NJ,2020-03-24,286
NJ,2020-03-30,154
LA,2020-03-23,161
LA,2020-03-26,129
GA,2020-03-02,1205
GA,2020-03-03,1188
GA,2020-03-04,1184
GA,2020-03-16,1254
GA,2020-03-26,591
GA,2020-03-28,490
GA,2020-03-30,557
UT,2020-03-05,369
UT,2020-03-06,376
UT,2020-03-07,306
UT,2020-03-08,357
UT,2020-03-09,374
UT,2020-03-10,358
UT,2020-03-11,364
UT,2020-03-12,389
UT,2020-03-13,394
UT,2020-03-14,329
UT,2020-03-15,381
UT,2020-03-16,390
UT,2020-03-17,368
UT,2020-03-20,322
UT,2020-03-21,243
UT,2020-03-23,275
UT,2020-03-24,243
UT,2020-03-27,234
UT,2020-03-28,238
UT,2020-03-30,221
IN,2020-03-15,220
IN,2020-03-16,218
IN,2020-03-22,181
IN,2020-03-23,163
IN,2020-03-24,141
IN,2020-03-28,119
IN,2020-03-29,132
IN,2020-03-30,104
IN,2020-03-31,95
TN,2020-03-23,277
MN,2020-03-01,427
MN,2020-03-02,475
MN,2020-03-03,469
MN,2020-03-04,468
MN,2020-03-05,475
MN,2020-03-06,477
MN,2020-03-07,346
MN,2020-03-08,430
MN,2020-03-09,479
MN,2020-03-10,472
MN,2020-03-11,468
MN,2020-03-12,495
MN,2020-03-13,502
MN,2020-03-14,396
MN,2020-03-15,464
MN,2020-03-16,511
MN,2020-03-17,487
MN,2020-03-18,484
MN,2020-03-19,445
MN,2020-03-20,401
MN,2020-03-21,321
MN,2020-03-22,350
MN,2020-03-25,287
MN,2020-03-30,273
MO,2020-03-23,294
MO,2020-03-29,209
MO,2020-03-30,199
CT,2020-03-23,55
CT,2020-03-25,46
PR,2020-03-01,94
PR,2020-03-02,88
PR,2020-03-03,85
PR,2020-03-04,85
PR,2020-03-05,88
PR,2020-03-06,94
PR,2020-03-07,103
PR,2020-03-08,97
PR,2020-03-09,92
PR,2020-03-10,91
PR,2020-03-11,87
PR,2020-03-12,94
PR,2020-03-13,97
PR,2020-03-14,105
PR,2020-03-15,97
PR,2020-03-16,91
PR,2020-03-17,93
PR,2020-03-18,91
PR,2020-03-19,91
PR,2020-03-20,92
PR,2020-03-22,91
PR,2020-03-24,69
PR,2020-03-28,41
CO,2020-03-07,892
CO,2020-03-21,607
NV,2020-03-23,219
NV,2020-03-24,211
GA,2020-03-29,532
NJ,2020-03-26,191
NJ,2020-03-27,188
IA,2020-03-01,96
IA,2020-03-02,96
IA,2020-03-03,92
IA,2020-03-04,96
IA,2020-03-05,96
IA,2020-03-06,95
IA,2020-03-07,83
IA,2020-03-08,97
IA,2020-03-09,96
IA,2020-03-10,93
IA,2020-03-11,101
IA,2020-03-12,100
IA,2020-03-13,100
IA,2020-03-14,90
IA,2020-03-15,99
IA,2020-03-16,100
IA,2020-03-17,99
IA,2020-03-18,103
IA,2020-03-19,86
IA,2020-03-20,94
IA,2020-03-21,77
IA,2020-03-22,82
IA,2020-03-23,73
IA,2020-03-24,60
IA,2020-03-25,47
IA,2020-03-26,45
IA,2020-03-29,51
UT,2020-03-19,290
UT,2020-03-22,269
UT,2020-03-25,233
UT,2020-03-26,232
UT,2020-03-29,233
CO,2020-03-01,908
CO,2020-03-02,919
CO,2020-03-03,880
CO,2020-03-04,890
CO,2020-03-05,934
CO,2020-03-06,926
CO,2020-03-08,937
CO,2020-03-09,950
CO,2020-03-10,922
CO,2020-03-11,928
CO,2020-03-12,966
CO,2020-03-13,952
CO,2020-03-15,929
CO,2020-03-16,953
CO,2020-03-17,901
CO,2020-03-18,858
CO,2020-03-19,356
CO,2020-03-20,767
CO,2020-03-22,619
CO,2020-03-24,596
CO,2020-03-25,578
VI,2020-03-01,18
VI,2020-03-02,17
VI,2020-03-03,17
VI,2020-03-04,15
VI,2020-03-05,18
VI,2020-03-06,16
VI,2020-03-07,24
VI,2020-03-08,18
VI,2020-03-09,17
VI,2020-03-10,16
VI,2020-03-11,15
VI,2020-03-12,18
VI,2020-03-13,16
VI,2020-03-14,23
VI,2020-03-15,18
VI,2020-03-16,17
VI,2020-03-17,18
VI,2020-03-18,16
VI,2020-03-19,18
VI,2020-03-20,16
VI,2020-03-21,23
VI,2020-03-22,18
VI,2020-03-23,15
VI,2020-03-24,14
VI,2020-03-25,7
MN,2020-03-23,351
MN,2020-03-29,254
MN,2020-03-31,250
GA,2020-03-25,572
GA,2020-03-31,466
RI,2020-03-05,53
RI,2020-03-06,52
RI,2020-03-08,49
RI,2020-03-09,52
RI,2020-03-10,52
RI,2020-03-11,52
RI,2020-03-12,53
RI,2020-03-13,51
RI,2020-03-15,50
RI,2020-03-23,35
SC,2020-03-24,99
SC,2020-03-29,97
SC,2020-03-31,86
OR,2020-03-01,289
OR,2020-03-02,304
OR,2020-03-03,288
OR,2020-03-04,298
OR,2020-03-05,307
OR,2020-03-06,305
OR,2020-03-09,309
OR,2020-03-10,296
OR,2020-03-11,292
OR,2020-03-12,308
OR,2020-03-13,307
OR,2020-03-16,311
OR,2020-03-17,290
OR,2020-03-18,285
OR,2020-03-19,272
OR,2020-03-20,255
OR,2020-03-23,229
OR,2020-03-25,208
OR,2020-03-26,200
OR,2020-03-30,173
OR,2020-03-31,169
NJ,2020-03-25,223
NJ,2020-03-28,159
OR,2020-03-07,256
OR,2020-03-08,292
OR,2020-03-14,252
OR,2020-03-15,291
OR,2020-03-21,220
OR,2020-03-22,222
OR,2020-03-24,207
OK,2020-03-29,71
MI,2020-03-27,387
MI,2020-03-30,369
ID,2020-03-05,99
ID,2020-03-06,99
ID,2020-03-07,83
ID,2020-03-08,96
ID,2020-03-09,100
ID,2020-03-10,97
ID,2020-03-11,98
ID,2020-03-12,103
ID,2020-03-13,98
ID,2020-03-14,85
ID,2020-03-15,99
ID,2020-03-16,99
ID,2020-03-17,94
ID,2020-03-18,76
ID,2020-03-19,89
ID,2020-03-20,88
ID,2020-03-21,67
ID,2020-03-22,75
ID,2020-03-23,78
ID,2020-03-24,67
ID,2020-03-26,63
ID,2020-03-28,61
ID,2020-03-29,66
OR,2020-03-28,164
UT,2020-03-31,219
OH,2020-03-01,347
OH,2020-03-02,357
OH,2020-03-03,344
OH,2020-03-04,350
OH,2020-03-05,363
OH,2020-03-06,366
OH,2020-03-07,296
OH,2020-03-08,355
OH,2020-03-09,369
OH,2020-03-10,354
OH,2020-03-11,363
OH,2020-03-12,376
OH,2020-03-13,378
OH,2020-03-14,309
OH,2020-03-15,363
OH,2020-03-16,373
OH,2020-03-17,357
OH,2020-03-18,357
OH,2020-03-19,336
OH,2020-03-20,320
OH,2020-03-21,257
OH,2020-03-22,281
OH,2020-03-25,216
OH,2020-03-26,189
OH,2020-03-27,199
OH,2020-03-29,173
OH,2020-03-31,169
PR,2020-03-21,87
PR,2020-03-23,72
PR,2020-03-25,60
PR,2020-03-27,43
PR,2020-03-29,39
PR,2020-03-30,32
PR,2020-03-31,33
CT,2020-03-01,82
CT,2020-03-02,87
CT,2020-03-03,87
CT,2020-03-04,88
CT,2020-03-28,40
WI,2020-03-01,194
WI,2020-03-02,204
WI,2020-03-03,205
WI,2020-03-04,203
WI,2020-03-05,211
WI,2020-03-06,202
WI,2020-03-07,178
WI,2020-03-08,204
WI,2020-03-09,209
WI,2020-03-11,205
WI,2020-03-12,213
WI,2020-03-13,208
WI,2020-03-14,186
WI,2020-03-15,210
WI,2020-03-16,210
WI,2020-03-18,203
WI,2020-03-19,190
WI,2020-03-20,189
WI,2020-03-21,159
WI,2020-03-22,158
WI,2020-03-24,148
WI,2020-03-28,109
TN,2020-03-18,387
TN,2020-03-25,230
TN,2020-03-26,225
TN,2020-03-31,183
MI,2020-03-29,368
CO,2020-03-26,502
CO,2020-03-28,363
CO,2020-03-29,451
WI,2020-03-23,149
WI,2020-03-29,125
MN,2020-03-24,334
VI,2020-03-26,9
VI,2020-03-27,6
VI,2020-03-28,6
VI,2020-03-29,7
VI,2020-03-30,5
VI,2020-03-31,6
CO,2020-03-23,572
CO,2020-03-27,390
CO,2020-03-30,398
MO,2020-03-26,234
IN,2020-03-27,122
MI,2020-03-24,447
MI,2020-03-28,344
NE,2020-03-05,99
NE,2020-03-06,98
NE,2020-03-07,79
NE,2020-03-08,98
NE,2020-03-09,101
NE,2020-03-10,94
NE,2020-03-11,100
NE,2020-03-12,102
NE,2020-03-13,101
NE,2020-03-14,82
NE,2020-03-15,99
NE,2020-03-16,102
NE,2020-03-17,93
NE,2020-03-19,73
NE,2020-03-20,80
NE,2020-03-22,70
CO,2020-03-31,437
IA,2020-03-30,47
IA,2020-03-31,57
RI,2020-03-01,52
RI,2020-03-02,52
RI,2020-03-03,53
RI,2020-03-07,46
RI,2020-03-14,45
RI,2020-03-16,51
RI,2020-03-17,50
RI,2020-03-19,50
RI,2020-03-21,40
RI,2020-03-22,36
RI,2020-03-28,24
RI,2020-03-31,24
WI,2020-03-26,118
WI,2020-03-31,104
OR,2020-03-27,189
OR,2020-03-29,162
OH,2020-03-24,236
ID,2020-03-01,97
ID,2020-03-02,98
ID,2020-03-03,94
ID,2020-03-04,95
ID,2020-03-25,64
ID,2020-03-31,62
CT,2020-03-27,37
CT,2020-03-29,34
CT,2020-03-30,36
MO,2020-03-25,244
NE,2020-03-01,97
NE,2020-03-02,99
NE,2020-03-03,92
NE,2020-03-04,100
GA,2020-03-27,514
MN,2020-03-28,243
MN,2020-03-26,229
NM,2020-03-01,81
NM,2020-03-02,88
NM,2020-03-03,85
NM,2020-03-04,85
NM,2020-03-20,77
NM,2020-03-26,57
NM,2020-03-30,42
NM,2020-03-31,38
RI,2020-03-04,51
WY,2020-03-01,38
WY,2020-03-02,36
WY,2020-03-03,32
WY,2020-03-04,34
WY,2020-03-05,35
WY,2020-03-06,36
WY,2020-03-07,40
WY,2020-03-08,38
WY,2020-03-09,36
WY,2020-03-10,32
WY,2020-03-11,32
WY,2020-03-12,36
WY,2020-03-13,35
WY,2020-03-14,35
WY,2020-03-15,38
WY,2020-03-16,35
WY,2020-03-17,32
WY,2020-03-18,29
WY,2020-03-19,16
WY,2020-03-20,29
WA,2020-03-31,314
KS,2020-03-05,50
KS,2020-03-06,50
KS,2020-03-07,39
KS,2020-03-08,50
KS,2020-03-09,50
KS,2020-03-10,45
KS,2020-03-11,47
KS,2020-03-12,51
KS,2020-03-13,51
KS,2020-03-14,40
KS,2020-03-15,51
KS,2020-03-16,51
KS,2020-03-17,43
KS,2020-03-18,47
KS,2020-03-20,45
KS,2020-03-21,32
KS,2020-03-22,34
KS,2020-03-23,30
KS,2020-03-24,26
KS,2020-03-28,22
KS,2020-03-29,28
AK,2020-03-17,95
MD,2020-03-17,273
AK,2020-03-18,96
UT,2020-03-18,150
NE,2020-03-18,94
MD,2020-03-18,272
AK,2020-03-19,92
